-,1E+12,user,dim1,dim2,dim3
2058356052_GBSSS_contig04132,1883,GBS_Metagenome,88.35015,-23.634478,2.9832558
2058357807_GBSSS_contig04144,1883,GBS_Metagenome,408.33975,-20.125161,-137.47902
2058358077_GBSSS_contig04146,1883,GBS_Metagenome,301.77938,-47.136201,45.228141
2058358347_GBSSS_contig04148,1882,GBS_Metagenome,-257.80972,-264.84885,34.641593
2058358482_GBSSS_contig04149,1882,GBS_Metagenome,270.04943,-32.061918,-96.21857
2058358212_GBSSS_contig04147,1881,GBS_Metagenome,-166.06163,-199.06516,104.58196
2058357132_GBSSS_contig04140,1880,GBS_Metagenome,-147.52864,-202.43244,132.50398
2058358887_GBSSS_contig04151,1880,GBS_Metagenome,-131.64004,-16.130835,10.511823
2058359562_GBSSS_contig04156,1880,GBS_Metagenome,355.89365,-69.290018,-80.40256
2058359697_GBSSS_contig04157,1880,GBS_Metagenome,147.87129,-53.667201,84.00175
2058375221_GBSSS_contig03527,1880,GBS_Metagenome,-192.77755,-155.87824,124.3571
2058359832_GBSSS_contig04158,1878,GBS_Metagenome,225.96868,-9.273236,-17.076178
2058417644_GBSSS_contig04095,1878,GBS_Metagenome,-174.67142,-215.69625,118.35327
2058353352_GBSSS_contig04114,1877,GBS_Metagenome,-305.00463,-20.07523,-61.030697
2058355107_GBSSS_contig04126,1877,GBS_Metagenome,-142.23426,-230.81009,113.41358
2058360507_GBSSS_contig04162,1877,GBS_Metagenome,-202.797,-243.86215,87.28706
2058361317_GBSSS_contig04168,1875,GBS_Metagenome,482.11842,-61.596451,-172.9084
2058361452_GBSSS_contig04169,1875,GBS_Metagenome,392.98511,-35.362383,-119.1281
2058360372_GBSSS_contig04161,1874,GBS_Metagenome,-70.15659,162.94208,26.672338
2058361587_GBSSS_contig04170,1874,GBS_Metagenome,-136.10779,-221.4079,85.67097
2058361992_GBSSS_contig04172,1873,GBS_Metagenome,426.18667,-71.84856,-158.33055
2058361857_GBSSS_contig04171,1872,GBS_Metagenome,50.567846,302.20316,78.35856
2058362127_GBSSS_contig04173,1872,GBS_Metagenome,32.566254,239.47588,114.54282
2058362262_GBSSS_contig04174,1872,GBS_Metagenome,-131.60434,-232.48162,84.36757
2058362397_GBSSS_contig04175,1870,GBS_Metagenome,427.00049,-65.62178,-147.52885
2058363612_GBSSS_contig04183,1870,GBS_Metagenome,222.95672,-146.69774,34.968101
2058351192_GBSSS_contig04002,1868,GBS_Metagenome,12.894707,281.19602,84.36015
2058358617_GBSSS_contig04150,1868,GBS_Metagenome,409.56734,27.974898,-114.4213
2058359427_GBSSS_contig04155,1868,GBS_Metagenome,-220.4055,-276.43693,100.03084
2058363477_GBSSS_contig04182,1868,GBS_Metagenome,340.4842,-61.107536,-105.22848
2058363747_GBSSS_contig04184,1868,GBS_Metagenome,4.7942755,201.46371,116.82601
2058364152_GBSSS_contig04187,1868,GBS_Metagenome,418.1471,-58.910075,-130.10333
2058360912_GBSSS_contig04165,1867,GBS_Metagenome,-31.698646,213.29259,81.37682
2058362667_GBSSS_contig04177,1867,GBS_Metagenome,-429.21529,-11.354399,-111.32506
2058363342_GBSSS_contig04181,1867,GBS_Metagenome,-25.978547,209.81975,109.01317
2058364557_GBSSS_contig04190,1867,GBS_Metagenome,332.63895,-71.04538,28.15673
2058364017_GBSSS_contig04186,1866,GBS_Metagenome,443.20143,-42.279545,-162.40315
2058357402_GBSSS_contig04141,1865,GBS_Metagenome,438.75335,-93.14018,-128.71488
2058362802_GBSSS_contig04178,1864,GBS_Metagenome,-150.17275,-206.51946,99.87152
2058364422_GBSSS_contig04189,1864,GBS_Metagenome,-60.833276,-198.42081,96.88469
2058365097_GBSSS_contig04193,1864,GBS_Metagenome,363.82311,-42.598101,-96.33806
2058365637_GBSSS_contig04197,1864,GBS_Metagenome,505.28646,-102.04376,-196.87514
2058365772_GBSSS_contig04198,1864,GBS_Metagenome,-561.37361,80.66807,-345.62325
2058360102_GBSSS_contig04160,1863,GBS_Metagenome,499.6355,-35.418054,-177.29215
2058360777_GBSSS_contig04164,1863,GBS_Metagenome,28.077735,224.80899,98.26495
2058364827_GBSSS_contig04191,1863,GBS_Metagenome,-157.1101,-271.84157,101.72344
2058366042_GBSSS_contig04200,1863,GBS_Metagenome,302.6436,-61.160029,-63.625219
2058364962_GBSSS_contig04192,1862,GBS_Metagenome,410.19209,-97.79119,-140.61544
2058351462_GBSSS_contig04101,1861,GBS_Metagenome,290.00797,-76.49915,82.40988
2058362532_GBSSS_contig04176,1860,GBS_Metagenome,355.12323,-46.239403,-64.220863
2058366582_GBSSS_contig04202,1860,GBS_Metagenome,-57.230523,203.7455,65.009035
2058365907_GBSSS_contig04199,1859,GBS_Metagenome,-416.43798,-302.43689,84.31171
2058360642_GBSSS_contig04163,1857,GBS_Metagenome,387.7762,-62.92468,-161.52794
2058361047_GBSSS_contig04166,1857,GBS_Metagenome,46.361707,-1.7251661,9.343621
2058363072_GBSSS_contig04180,1857,GBS_Metagenome,-36.866802,326.15009,45.108672
2058363882_GBSSS_contig04185,1857,GBS_Metagenome,62.136256,270.51717,78.86592
2058366852_GBSSS_contig04204,1857,GBS_Metagenome,442.81048,-37.837023,-161.35763
2058359292_GBSSS_contig04154,1856,GBS_Metagenome,-201.17769,-194.60973,42.184331
2058367122_GBSSS_contig04206,1856,GBS_Metagenome,11.904592,212.74246,80.5042
2058367662_GBSSS_contig04210,1856,GBS_Metagenome,446.8681,-40.291832,-149.81484
2058365502_GBSSS_contig04196,1855,GBS_Metagenome,-49.509355,216.26787,92.68504
2058366717_GBSSS_contig04203,1855,GBS_Metagenome,-152.13177,-254.0468,72.2092
2058367932_GBSSS_contig04211,1855,GBS_Metagenome,301.11109,-29.834175,47.67924
2058366987_GBSSS_contig04205,1853,GBS_Metagenome,224.85456,-10.333918,-57.161783
2058368202_GBSSS_contig04213,1853,GBS_Metagenome,70.33964,-7.511084,98.9401
2058386831_GBSSS_contig03838,1853,GBS_Metagenome,126.87388,-18.408607,-32.490444
2058364287_GBSSS_contig04188,1852,GBS_Metagenome,-475.71076,127.42765,-271.75246
2058366447_GBSSS_contig04201,1852,GBS_Metagenome,-214.82307,-200.52746,158.70113
2058367257_GBSSS_contig04207,1852,GBS_Metagenome,-547.01682,-2.617923,-197.11587
2058368877_GBSSS_contig04218,1852,GBS_Metagenome,-2.4910767,-57.001749,64.454782
2058367527_GBSSS_contig04209,1850,GBS_Metagenome,-455.18375,-241.69327,52.728445
2058369552_GBSSS_contig04222,1850,GBS_Metagenome,207.81873,4.0859679,50.999508
2058368067_GBSSS_contig04212,1849,GBS_Metagenome,447.50405,-83.63138,-153.46128
2058368337_GBSSS_contig04214,1848,GBS_Metagenome,50.393448,-65.072266,79.7811
2058368472_GBSSS_contig04215,1848,GBS_Metagenome,-11.997398,172.34889,97.07278
2058368742_GBSSS_contig04217,1848,GBS_Metagenome,-55.58658,-7.192864,32.618334
2058369822_GBSSS_contig04224,1848,GBS_Metagenome,-264.58978,-253.37186,37.234904
2058369957_GBSSS_contig04225,1848,GBS_Metagenome,-210.06055,127.55526,35.583653
2058390745_GBSSS_contig03364,1848,GBS_Metagenome,-144.4492,-249.34763,85.68035
2058359967_GBSSS_contig04159,1847,GBS_Metagenome,-370.95492,-241.61256,82.11063
2058365232_GBSSS_contig04194,1847,GBS_Metagenome,295.76162,-28.383383,-104.10827
2058369147_GBSSS_contig04220,1847,GBS_Metagenome,251.52694,17.62299,-34.178879
2058369417_GBSSS_contig04221,1847,GBS_Metagenome,252.9205,-38.941364,84.1281
2058369687_GBSSS_contig04223,1847,GBS_Metagenome,410.78352,-89.04945,30.439031
2058370227_GBSSS_contig04227,1847,GBS_Metagenome,-484.62449,37.2946,-217.11046
2058370092_GBSSS_contig04226,1846,GBS_Metagenome,-439.6119,68.74077,-193.94263
2058370362_GBSSS_contig04228,1846,GBS_Metagenome,62.462057,248.40249,94.10604
2058370497_GBSSS_contig04229,1846,GBS_Metagenome,117.62877,-142.15481,119.55377
2058407140_GBSSS_contig03974,1845,GBS_Metagenome,67.750326,231.85519,74.07701
2058365367_GBSSS_contig04195,1843,GBS_Metagenome,340.37934,-88.59004,48.680219
2058370902_GBSSS_contig04231,1842,GBS_Metagenome,149.45707,-175.2919,47.855346
2058371037_GBSSS_contig04232,1841,GBS_Metagenome,-139.51553,166.12967,111.62942
2058371712_GBSSS_contig04237,1841,GBS_Metagenome,251.96108,-59.669904,47.272386
2058369012_GBSSS_contig04219,1840,GBS_Metagenome,4.3268806,258.60933,139.07201
2058371442_GBSSS_contig04235,1838,GBS_Metagenome,242.45137,-25.50191,-28.710101
2058372522_GBSSS_contig04242,1838,GBS_Metagenome,-196.67207,-274.12588,111.98978
2058359022_GBSSS_contig04152,1837,GBS_Metagenome,345.4304,-121.96149,66.028753
2058359157_GBSSS_contig04153,1837,GBS_Metagenome,-134.92423,0.15337924,42.62454
2058371847_GBSSS_contig04238,1836,GBS_Metagenome,-11.97322,275.90199,56.022337
2058372927_GBSSS_contig04245,1836,GBS_Metagenome,390.42073,-41.137726,-140.20426
2058373062_GBSSS_contig04246,1836,GBS_Metagenome,353.26053,-51.30111,-128.45637
2058371982_GBSSS_contig04239,1835,GBS_Metagenome,351.30823,-77.24185,-103.71459
2058372387_GBSSS_contig04241,1835,GBS_Metagenome,-381.42335,-270.1118,111.07061
2058373197_GBSSS_contig04247,1835,GBS_Metagenome,-11.024965,204.66817,96.17461
2058373332_GBSSS_contig04248,1835,GBS_Metagenome,-0.11020611,80.82473,79.83311
2058374007_GBSSS_contig04252,1834,GBS_Metagenome,462.73962,-64.910335,-162.84219
2058374142_GBSSS_contig04253,1833,GBS_Metagenome,-325.55579,-231.74634,155.29304
2058371577_GBSSS_contig04236,1832,GBS_Metagenome,-364.59857,-250.47239,128.49634
2058372792_GBSSS_contig04244,1832,GBS_Metagenome,-23.577995,275.9148,63.497161
2058373467_GBSSS_contig04249,1832,GBS_Metagenome,410.71723,-47.855304,-119.40124
2058372117_GBSSS_contig04240,1831,GBS_Metagenome,-5.3402321,189.06951,80.22126
2058374277_GBSSS_contig04254,1830,GBS_Metagenome,-373.09629,-240.22628,91.80192
2058374682_GBSSS_contig04257,1829,GBS_Metagenome,223.482,-126.26901,6.7942966
2058374412_GBSSS_contig04255,1828,GBS_Metagenome,328.07404,-47.444656,-45.499776
2058374547_GBSSS_contig04256,1828,GBS_Metagenome,-22.358427,255.98034,62.916056
2058374952_GBSSS_contig04259,1828,GBS_Metagenome,-254.23552,-207.4604,31.428628
2058375087_GBSSS_contig04260,1828,GBS_Metagenome,5.8999605,269.84293,13.383818
2058375492_GBSSS_contig04262,1828,GBS_Metagenome,-93.73182,197.1466,54.121102
2058373872_GBSSS_contig04251,1827,GBS_Metagenome,-28.355222,207.95425,87.08882
2058374817_GBSSS_contig04258,1827,GBS_Metagenome,-196.83489,37.237137,-17.731469
2058375627_GBSSS_contig04263,1827,GBS_Metagenome,418.2675,-67.188366,-112.14392
2058376032_GBSSS_contig04266,1826,GBS_Metagenome,432.97268,-72.83381,-128.0769
2058370632_GBSSS_contig04230,1825,GBS_Metagenome,-485.59658,83.35005,-248.62775
2058375762_GBSSS_contig04264,1823,GBS_Metagenome,84.52955,-9.357446,-40.965379
2058375897_GBSSS_contig04265,1823,GBS_Metagenome,34.264741,247.75317,78.5316
2058376977_GBSSS_contig04272,1823,GBS_Metagenome,-174.15916,-210.49742,96.87685
2058377382_GBSSS_contig04275,1823,GBS_Metagenome,-333.2189,-220.22231,127.20246
2058377517_GBSSS_contig04276,1823,GBS_Metagenome,339.83992,-43.991675,-94.01266
2058373602_GBSSS_contig04250,1822,GBS_Metagenome,-73.18241,193.43947,62.100696
2058376572_GBSSS_contig04270,1822,GBS_Metagenome,105.84742,47.893342,23.820503
2058377112_GBSSS_contig04273,1822,GBS_Metagenome,-330.09466,-142.45777,64.491749
2058377652_GBSSS_contig04277,1822,GBS_Metagenome,-153.54297,-5.5368824,-20.083448
2058377787_GBSSS_contig04278,1822,GBS_Metagenome,501.49057,-85.2425,-197.19742
2058375357_GBSSS_contig04261,1820,GBS_Metagenome,-17.026436,148.72893,110.97422
2058376302_GBSSS_contig04268,1820,GBS_Metagenome,301.86387,-4.3412334,-58.619113
2058376437_GBSSS_contig04269,1820,GBS_Metagenome,-23.684969,221.15429,77.43302
2058378597_GBSSS_contig04283,1820,GBS_Metagenome,-413.45829,34.411881,-180.90296
2058377247_GBSSS_contig04274,1819,GBS_Metagenome,-520.61989,-185.74717,-30.273495
2058378867_GBSSS_contig04285,1819,GBS_Metagenome,-177.37706,-309.40756,86.54079
2058379002_GBSSS_contig04286,1819,GBS_Metagenome,28.790118,290.08315,76.32912
2058391016_GBSSS_contig03866,1819,GBS_Metagenome,-17.054737,243.80951,96.48513
2058378057_GBSSS_contig04280,1818,GBS_Metagenome,-63.39704,127.8655,97.20466
2058379947_GBSSS_contig04292,1818,GBS_Metagenome,-146.45015,-212.27976,133.1799
2058376167_GBSSS_contig04267,1817,GBS_Metagenome,-102.32866,294.27846,12.612894
2058376842_GBSSS_contig04271,1817,GBS_Metagenome,19.037088,252.88956,81.5052
2058377922_GBSSS_contig04279,1817,GBS_Metagenome,-81.84302,103.31552,101.44764
2058378732_GBSSS_contig04284,1817,GBS_Metagenome,-18.836776,256.58927,103.99459
2058379272_GBSSS_contig04288,1817,GBS_Metagenome,-27.900817,247.31273,67.87984
2058379407_GBSSS_contig04289,1816,GBS_Metagenome,-131.01886,-274.33574,123.46523
2058379812_GBSSS_contig04291,1816,GBS_Metagenome,-120.41995,-204.56079,89.19953
2058372657_GBSSS_contig04243,1815,GBS_Metagenome,-176.89203,108.46409,106.03775
2058379542_GBSSS_contig04290,1815,GBS_Metagenome,-178.58197,-188.75668,163.59644
2058380352_GBSSS_contig04295,1815,GBS_Metagenome,70.70287,239.02893,73.39171
2058379137_GBSSS_contig04287,1814,GBS_Metagenome,447.49922,-51.395008,-143.48439
2058380082_GBSSS_contig04293,1814,GBS_Metagenome,-20.264678,265.09609,103.58068
2058380217_GBSSS_contig04294,1814,GBS_Metagenome,457.10826,-56.194712,-151.00337
2058380892_GBSSS_contig04299,1813,GBS_Metagenome,-562.79118,6.509083,-262.84853
2058381027_GBSSS_contig04300,1813,GBS_Metagenome,-357.68628,-12.477255,-55.84215
2058381567_GBSSS_contig04302,1812,GBS_Metagenome,15.857387,206.56181,117.5286
2058381702_GBSSS_contig04303,1812,GBS_Metagenome,458.08623,-78.10978,-141.86774
2058381972_GBSSS_contig04305,1812,GBS_Metagenome,233.79727,-29.592087,25.783807
2058378327_GBSSS_contig04281,1810,GBS_Metagenome,-49.025907,268.34675,117.1695
2058380622_GBSSS_contig04297,1810,GBS_Metagenome,-161.15778,-253.04475,96.22039
2058382107_GBSSS_contig04306,1810,GBS_Metagenome,-190.70492,-225.06078,76.67821
2058381837_GBSSS_contig04304,1809,GBS_Metagenome,31.510241,207.69511,77.11494
2058382242_GBSSS_contig04307,1809,GBS_Metagenome,-29.880781,260.2236,108.1045
2058380757_GBSSS_contig04298,1808,GBS_Metagenome,199.43364,-39.104744,-69.924911
2058371709_GBSSS_contig02737,1807,GBS_Metagenome,99.72949,-35.190092,144.84085
2058382917_GBSSS_contig04311,1807,GBS_Metagenome,243.49192,-51.542736,82.30831
2058380487_GBSSS_contig04296,1806,GBS_Metagenome,-397.50935,-256.9021,87.56769
2058382512_GBSSS_contig04309,1806,GBS_Metagenome,-214.51185,-191.43054,169.42065
2058383187_GBSSS_contig04313,1806,GBS_Metagenome,265.96479,-65.262309,52.296594
2058402983_GBSSS_contig03946,1806,GBS_Metagenome,-169.14611,-191.15369,96.35626
2058383052_GBSSS_contig04312,1805,GBS_Metagenome,15.785007,257.11973,116.46404
2058382377_GBSSS_contig04308,1803,GBS_Metagenome,-49.424144,130.31249,126.53368
2058383457_GBSSS_contig04315,1803,GBS_Metagenome,247.59637,-80.29693,85.59964
2058383727_GBSSS_contig04317,1803,GBS_Metagenome,-31.533047,-86.59161,133.39928
2058384402_GBSSS_contig04321,1803,GBS_Metagenome,-107.87546,-0.8452787,57.363761
2058384537_GBSSS_contig04322,1803,GBS_Metagenome,-227.199,46.604201,57.187431
2058408615_GBSSS_contig03984,1803,GBS_Metagenome,-142.0104,-261.59217,80.2081
2058383862_GBSSS_contig04318,1802,GBS_Metagenome,-190.24236,157.66513,62.65896
2058383322_GBSSS_contig04314,1801,GBS_Metagenome,154.51268,-29.796823,115.09575
2058385077_GBSSS_contig04326,1801,GBS_Metagenome,-191.09237,-262.00069,95.26328
2058384942_GBSSS_contig04325,1800,GBS_Metagenome,-91.93212,241.93974,34.645065
2058385347_GBSSS_contig04328,1800,GBS_Metagenome,-0.49250054,242.68391,79.40268
2058383997_GBSSS_contig04319,1799,GBS_Metagenome,-259.58275,-211.56562,57.249164
2058384132_GBSSS_contig04320,1799,GBS_Metagenome,-161.07994,-167.85076,97.83067
2058384807_GBSSS_contig04324,1799,GBS_Metagenome,-150.83796,-161.69727,152.30936
2058386022_GBSSS_contig04332,1798,GBS_Metagenome,-87.91986,-231.43918,97.32996
2058383592_GBSSS_contig04316,1797,GBS_Metagenome,-35.751926,235.63792,108.73884
2058386157_GBSSS_contig04333,1797,GBS_Metagenome,152.22851,259.24843,55.440595
2058385617_GBSSS_contig04330,1796,GBS_Metagenome,296.92299,-77.83013,38.878644
2058386427_GBSSS_contig04335,1796,GBS_Metagenome,61.413968,271.83891,93.38077
2058386697_GBSSS_contig04337,1795,GBS_Metagenome,-165.41161,-36.226232,29.089032
2058386967_GBSSS_contig04339,1795,GBS_Metagenome,341.87552,-64.860698,42.817509
2058387102_GBSSS_contig04340,1795,GBS_Metagenome,168.15015,93.80966,34.858747
2058387372_GBSSS_contig04341,1794,GBS_Metagenome,-90.89948,187.68575,71.38369
2058387507_GBSSS_contig04342,1794,GBS_Metagenome,-278.84696,-167.06137,18.075099
2058386292_GBSSS_contig04334,1793,GBS_Metagenome,-196.32067,3.5784315,54.920383
2058387642_GBSSS_contig04343,1793,GBS_Metagenome,262.18017,-69.967786,62.76669
2058385212_GBSSS_contig04327,1792,GBS_Metagenome,-344.79242,-246.46335,84.02331
2058386562_GBSSS_contig04336,1792,GBS_Metagenome,-535.19165,38.891538,-272.9713
2058388317_GBSSS_contig04348,1792,GBS_Metagenome,-88.78065,197.51011,55.081824
2058387777_GBSSS_contig04344,1791,GBS_Metagenome,27.652961,250.55037,97.06011
2058388182_GBSSS_contig04347,1791,GBS_Metagenome,-161.09779,-213.91734,68.773369
2058388452_GBSSS_contig04349,1791,GBS_Metagenome,250.09096,-28.689857,-28.267589
2058388857_GBSSS_contig04351,1791,GBS_Metagenome,-0.55399435,154.57106,89.89274
2058386832_GBSSS_contig04338,1790,GBS_Metagenome,-279.75276,-243.68456,49.671335
2058387912_GBSSS_contig04345,1790,GBS_Metagenome,24.686172,215.4103,57.811782
2058389127_GBSSS_contig04353,1790,GBS_Metagenome,382.56099,-76.45204,-96.19106
2058389262_GBSSS_contig04354,1789,GBS_Metagenome,66.06663,275.13556,68.034596
2058388587_GBSSS_contig04350,1788,GBS_Metagenome,315.67249,-90.13011,73.08875
2058389532_GBSSS_contig04356,1787,GBS_Metagenome,139.6297,-91.54306,36.648185
2058389802_GBSSS_contig04358,1787,GBS_Metagenome,290.17961,-16.206918,-77.47838
2058385482_GBSSS_contig04329,1786,GBS_Metagenome,-33.082854,-8.555421,78.34533
2058390072_GBSSS_contig04360,1786,GBS_Metagenome,332.70797,-46.162207,-73.01686
2058371172_GBSSS_contig04233,1785,GBS_Metagenome,21.463001,217.05145,118.45659
2058378462_GBSSS_contig04282,1785,GBS_Metagenome,-593.56388,50.557486,-351.31978
2058389667_GBSSS_contig04357,1784,GBS_Metagenome,-101.08868,113.51585,50.361164
2058390612_GBSSS_contig04363,1783,GBS_Metagenome,-89.26736,158.82867,81.38893
2058390747_GBSSS_contig04364,1781,GBS_Metagenome,-48.83767,244.13949,77.99211
2058391422_GBSSS_contig04369,1781,GBS_Metagenome,380.50782,-78.7759,-112.4228
2058388047_GBSSS_contig04346,1780,GBS_Metagenome,-61.57375,223.32079,69.750793
2058369819_GBSSS_contig02724,1779,GBS_Metagenome,432.57242,-80.32409,-146.33213
2058381432_GBSSS_contig04301,1779,GBS_Metagenome,-14.665679,-181.08216,109.48063
2058391827_GBSSS_contig04371,1778,GBS_Metagenome,7.234752,286.04009,54.379829
2058391962_GBSSS_contig04372,1778,GBS_Metagenome,-415.21228,37.651026,-212.97969
2058392097_GBSSS_contig04373,1778,GBS_Metagenome,-145.79922,-17.544408,65.646168
2058392232_GBSSS_contig04374,1777,GBS_Metagenome,-89.13828,158.32565,92.89882
2058392367_GBSSS_contig04375,1776,GBS_Metagenome,355.98717,-64.33343,46.817554
2058392502_GBSSS_contig04376,1776,GBS_Metagenome,-338.92138,-198.46925,35.67942
2058389397_GBSSS_contig04355,1775,GBS_Metagenome,-141.14646,-223.77082,104.66281
2058391287_GBSSS_contig04368,1775,GBS_Metagenome,11.13889,202.25807,77.41909
2058393042_GBSSS_contig04380,1775,GBS_Metagenome,342.03666,-74.17592,-73.49664
2058392772_GBSSS_contig04378,1774,GBS_Metagenome,142.98522,232.31873,83.03267
2058384672_GBSSS_contig04323,1773,GBS_Metagenome,-41.498877,144.29891,86.50355
2058389937_GBSSS_contig04359,1773,GBS_Metagenome,234.04388,10.269168,85.75973
2058390477_GBSSS_contig04362,1773,GBS_Metagenome,-15.79053,168.91469,85.70128
2058392907_GBSSS_contig04379,1773,GBS_Metagenome,183.28527,0.25053049,51.991331
2058393717_GBSSS_contig04384,1773,GBS_Metagenome,-281.51424,-232.46895,162.53734
2058393582_GBSSS_contig04383,1772,GBS_Metagenome,407.69533,-151.83112,-24.792152
2058393987_GBSSS_contig04387,1772,GBS_Metagenome,-215.42269,-62.582506,59.46717
2058393312_GBSSS_contig04381,1771,GBS_Metagenome,90.73687,236.93117,78.65004
2058394392_GBSSS_contig04390,1771,GBS_Metagenome,-158.73312,-12.46154,-70.40047
2058395337_GBSSS_contig04396,1770,GBS_Metagenome,210.57281,-29.689212,82.64781
2058394527_GBSSS_contig04391,1769,GBS_Metagenome,-11.027919,196.17829,135.06934
2058394797_GBSSS_contig04392,1768,GBS_Metagenome,12.524162,189.62279,94.61669
2058395472_GBSSS_contig04397,1768,GBS_Metagenome,290.10184,-81.18397,80.1948
2058395876_GBSSS_contig04400,1768,GBS_Metagenome,-171.76936,-179.38956,35.370958
2058391557_GBSSS_contig04370,1767,GBS_Metagenome,-447.32198,-4.3254064,-191.73098
2058395742_GBSSS_contig04399,1767,GBS_Metagenome,-403.2539,70.33971,-197.44221
2058396548_GBSSS_contig04403,1767,GBS_Metagenome,-479.33732,29.675191,-246.31096
2058396816_GBSSS_contig04405,1767,GBS_Metagenome,485.72174,-72.6761,-147.5432
2058393852_GBSSS_contig04386,1766,GBS_Metagenome,327.77038,-1.3171354,-89.15921
2058395067_GBSSS_contig04394,1766,GBS_Metagenome,309.00688,-47.5741,37.12247
2058395607_GBSSS_contig04398,1766,GBS_Metagenome,3.399515,274.21849,61.872979
2058396682_GBSSS_contig04404,1766,GBS_Metagenome,317.06493,-37.203509,51.79083
2058397084_GBSSS_contig04407,1765,GBS_Metagenome,314.8775,-59.566857,-59.46409
2058397218_GBSSS_contig04408,1765,GBS_Metagenome,367.1108,-118.96528,21.98665
2058395202_GBSSS_contig04395,1764,GBS_Metagenome,-44.039807,-74.94424,78.11636
2058397352_GBSSS_contig04409,1764,GBS_Metagenome,-130.6256,-268.88855,102.20602
2058397620_GBSSS_contig04411,1764,GBS_Metagenome,-384.66855,-145.36963,51.050202
2058367392_GBSSS_contig04208,1763,GBS_Metagenome,-51.727074,-20.272448,-19.533458
2058396950_GBSSS_contig04406,1763,GBS_Metagenome,-202.3126,-226.40597,69.45225
2058398023_GBSSS_contig04413,1763,GBS_Metagenome,2.9164394,145.84395,87.24688
2058385887_GBSSS_contig04331,1762,GBS_Metagenome,397.76863,-41.190765,-134.94537
2058398157_GBSSS_contig04414,1762,GBS_Metagenome,-17.056781,259.13993,43.201242
2058398425_GBSSS_contig04416,1762,GBS_Metagenome,-145.42661,55.096069,75.87272
2058398559_GBSSS_contig04417,1762,GBS_Metagenome,-43.255716,192.25556,50.491392
2058391017_GBSSS_contig04366,1761,GBS_Metagenome,-5.6806526,179.42694,93.42487
2058394932_GBSSS_contig04393,1761,GBS_Metagenome,357.53998,-52.639377,-59.051615
2058397486_GBSSS_contig04410,1760,GBS_Metagenome,52.755836,164.67437,110.55156
2058399095_GBSSS_contig04421,1760,GBS_Metagenome,303.31931,-104.74961,86.47205
2058398291_GBSSS_contig04415,1759,GBS_Metagenome,-79.65307,184.27472,89.79614
2058398961_GBSSS_contig04420,1759,GBS_Metagenome,-332.21433,-253.57213,171.84804
2058398827_GBSSS_contig04419,1758,GBS_Metagenome,-23.234939,233.19268,87.47221
2058390342_GBSSS_contig04361,1757,GBS_Metagenome,402.955,-33.358409,-106.94964
2058393447_GBSSS_contig04382,1756,GBS_Metagenome,448.71932,-154.53165,-56.844641
2058399632_GBSSS_contig04424,1756,GBS_Metagenome,-178.0709,64.622432,72.06234
2058400168_GBSSS_contig04428,1756,GBS_Metagenome,-191.17161,-162.74083,68.54834
2058399900_GBSSS_contig04426,1755,GBS_Metagenome,-39.055429,236.65236,164.32234
2058400302_GBSSS_contig04429,1755,GBS_Metagenome,-279.39002,5.6035294,-44.423659
2058400570_GBSSS_contig04431,1755,GBS_Metagenome,-155.63324,-174.74051,158.02283
2058410221_GBSSS_contig02495,1755,GBS_Metagenome,458.44064,-79.43712,-174.13361
2058394257_GBSSS_contig04389,1754,GBS_Metagenome,-329.17591,-225.20281,119.97377
2058400034_GBSSS_contig04427,1754,GBS_Metagenome,-117.72558,-188.68612,137.10725
2058400839_GBSSS_contig04432,1754,GBS_Metagenome,294.94885,-30.931334,-39.927993
2058394122_GBSSS_contig04388,1753,GBS_Metagenome,309.61245,-95.17515,56.769965
2058399364_GBSSS_contig04422,1753,GBS_Metagenome,-205.63053,-285.29921,124.16369
2058400436_GBSSS_contig04430,1753,GBS_Metagenome,-351.99164,-224.6853,176.30445
2058400973_GBSSS_contig04433,1753,GBS_Metagenome,-108.68151,127.60146,40.550391
2058401241_GBSSS_contig04435,1753,GBS_Metagenome,-149.97248,-70.32228,45.394601
2058401375_GBSSS_contig04436,1753,GBS_Metagenome,-202.22755,-269.33599,66.852128
2058401643_GBSSS_contig04438,1753,GBS_Metagenome,-8.213023,210.37863,58.787939
2058399498_GBSSS_contig04423,1752,GBS_Metagenome,-128.97024,71.93403,64.836198
2058401107_GBSSS_contig04434,1752,GBS_Metagenome,132.53359,-83.7795,60.645179
2058402045_GBSSS_contig04441,1752,GBS_Metagenome,-430.06005,-227.7744,72.82905
2058380080_GBSSS_contig03293,1751,GBS_Metagenome,-465.94863,109.53831,-255.07846
2058391152_GBSSS_contig04367,1751,GBS_Metagenome,-164.55691,-247.71782,171.81486
2058401777_GBSSS_contig04439,1750,GBS_Metagenome,-50.494836,212.65188,110.41856
2058402314_GBSSS_contig04442,1750,GBS_Metagenome,389.07603,31.917893,-97.85321
2058398693_GBSSS_contig04418,1749,GBS_Metagenome,192.60584,-66.231326,84.60508
2058402716_GBSSS_contig04445,1748,GBS_Metagenome,-380.18113,23.259278,-139.67653
2058402850_GBSSS_contig04446,1748,GBS_Metagenome,-86.75058,-277.24606,109.82601
2058402582_GBSSS_contig04444,1747,GBS_Metagenome,376.74483,-35.165487,-46.950113
2058403118_GBSSS_contig04448,1747,GBS_Metagenome,590.10203,-117.83569,-256.30801
2058401911_GBSSS_contig04440,1746,GBS_Metagenome,-133.42392,-51.30188,-26.684077
